,City,Country,Date,Lat,Lng,Cloudiness,Humidity,Max Temp,Wind Speed
592,mapiripan,CO,2021-03-13 23:04:22,2.8892,-72.1256,99.0,91.0,73.87,1.61
593,quatre cocos,MU,2021-03-13 23:04:23,-20.2078,57.7625,40.0,83.0,80.87,4.12
594,san pedro,PH,2021-03-13 23:04:23,14.35,121.0167,75.0,74.0,87.28,3.6
595,rabaul,PG,2021-03-13 23:04:23,-4.1967,152.1721,31.0,69.0,83.8,4.66
596,okato,NZ,2021-03-13 23:04:23,-39.2,173.8833,0.0,64.0,72.27,2.24
597,bedum,NL,2021-03-13 23:04:24,53.3008,6.6028,75.0,87.0,42.28,4.63
598,petropavlovsk-kamchatskiy,RU,2021-03-13 23:04:24,53.0452,158.6483,40.0,48.0,35.87,7.0
599,tlahualilo,,,,,,,,
600,tottori,JP,2021-03-13 23:00:51,35.5,134.2333,75.0,58.0,55.67,5.14
601,coihaique,CL,2021-03-13 23:04:24,-45.5752,-72.0662,0.0,82.0,52.07,3.09
602,winneba,GH,2021-03-13 23:04:24,5.3511,-0.6231,100.0,81.0,80.78,5.07
603,cherepovets,RU,2021-03-13 23:04:25,59.1333,37.9,90.0,93.0,26.87,4.0
604,marcona,,,,,,,,
605,kostomuksha,RU,2021-03-13 23:04:25,64.571,30.5767,98.0,96.0,25.02,2.62
606,silver city,US,2021-03-13 23:04:25,32.7701,-108.2803,1.0,64.0,34.07,7.2
607,tondano,ID,2021-03-13 23:04:25,1.3038,124.9112,20.0,62.0,88.07,1.03
608,bubaque,GW,2021-03-13 23:04:26,11.2833,-15.8333,64.0,60.0,78.71,2.49
609,vaitape,PF,2021-03-13 23:04:26,-16.5167,-151.75,0.0,73.0,83.39,5.48
610,carmarthen,GB,2021-03-13 23:04:26,51.8555,-4.3054,75.0,76.0,46.27,11.32
611,omboue,GA,2021-03-13 23:04:26,-1.5746,9.2618,99.0,86.0,78.49,1.46
612,atar,MR,2021-03-13 23:04:27,20.5169,-13.0499,0.0,13.0,64.0,2.95
613,lolua,,,,,,,,
614,wana,PK,2021-03-13 23:02:41,32.2989,69.5725,43.0,64.0,58.08,1.42
615,mrirt,,,,,,,,
616,maunabo,PR,2021-03-13 23:04:27,18.0072,-65.8993,71.0,90.0,74.26,1.34
617,alihe,CN,2021-03-13 23:04:27,50.5667,123.7167,18.0,50.0,47.14,3.91
618,fevralsk,,,,,,,,
619,petropavlovka,RU,2021-03-13 23:04:28,50.6114,105.3196,100.0,57.0,14.58,6.38
620,ostrovnoy,RU,2021-03-13 23:04:28,68.0531,39.5131,98.0,92.0,14.68,4.76
621,razole,IN,2021-03-13 23:04:28,16.4833,81.8333,67.0,65.0,82.67,1.5
622,narsaq,GL,2021-03-13 23:04:28,60.9167,-46.05,75.0,63.0,26.87,1.03
